timestamp,Temperature,Humidity,Soil_Moisture,Soil_pH
1756911600000,15.69343994,75.3189404,1.653004331,6.224107409
1756915200000,10.61552684,71.42547343,39.36910357,5.865669399
1756918800000,18.90880077,98.77805629,26.87824622,5.399352667
1756922400000,14.18551853,71.48649031,4.898744793,6.814141158
1756926000000,21.90838124,33.51643625,20.79141192,5.758630248
1756929600000,13.4466898,56.98799204,13.26892771,6.36547066
1756933200000,12.87364697,85.06251352,43.91297702,7.450287858
1756936800000,16.39545756,54.19054305,13.67827134,7.318406616
1756940400000,22.95689129,35.3490065,4.655416312,6.939704572
1756944000000,19.17044198,36.47630749,44.16718022,5.684192194
1756947600000,30.39014633,63.48818698,31.85788105,7.000745908
1756951200000,28.56759193,35.79590991,34.27967722,5.68027349
1756954800000,25.8997301,62.41630129,33.63857906,7.20211196
1756958400000,20.41171425,72.87495598,7.353455948,6.473842281
1756962000000,19.32808007,32.81570136,44.51413086,7.011460297
1756965600000,29.84117776,53.1666026,13.48775704,7.8402845
1756969200000,16.62238181,39.99592188,50.76309049,6.391807567
1756972800000,21.65006453,45.77432182,21.70233942,7.487491317
1756976400000,19.16342282,48.44390976,23.51770271,5.751747876
1756980000000,17.4453333,88.18933634,9.785901026,7.039425153
1756983600000,20.86586971,64.3028542,8.951704231,7.576829454
1756987200000,19.30546141,52.53881659,43.97124582,7.417554183
1756990800000,25.13223522,40.71743832,29.69986748,6.900632779
1756994400000,13.65939134,67.73643111,50.44883962,5.061170467
1756998000000,17.0155157,62.5873474,24.34812718,5.848897302
1757001600000,17.63256485,59.95135181,26.5403606,8.430541952
1757005200000,23.19633453,51.42390685,43.18630335,6.002174602
1757008800000,19.99168722,83.89963367,29.26849515,6.654059867
1757012400000,14.73595618,73.25380827,52.03624019,5.144409897
1757016000000,14.21176856,94.00504062,25.45848181,6.365910818
1757019600000,27.34629594,53.10023222,15.21615109,5.501715511
1757023200000,24.10596027,67.92251796,11.89914548,5.320577804
1757026800000,12.46398822,39.03835622,25.34311562,7.820433663
1757030400000,21.15401476,87.73308133,9.75432275,6.041562655
1757034000000,20.25979352,60.45558138,51.17053098,5.089140202
1757037600000,24.62843379,93.00884978,17.98682515,6.043629071
1757041200000,19.82678806,85.77588032,31.52172113,5.072448967
1757044800000,23.34396651,95.20808137,15.82956054,5.115510081
1757048400000,18.25624473,73.67989353,34.11781206,5.226793157
1757052000000,15.24371382,74.35947916,9.039688009,7.574829193
1757055600000,13.14481273,37.06058545,30.41473718,7.661053418
1757059200000,20.96920101,31.45755186,23.57108077,8.218941681
1757062800000,15.52670916,45.84441174,48.2132485,8.327501527
1757066400000,18.9320868,34.1805871,26.56786129,6.873189106
1757070000000,24.76784545,93.75773355,11.04452089,5.731118033
1757073600000,19.46962627,55.56254995,36.73786571,7.457357498
1757077200000,14.29457422,42.3565758,11.58972132,7.935080484
1757080800000,16.23011101,58.98491597,10.33473619,6.390031137
1757084400000,23.72717891,62.07024985,24.9948337,6.96543742
1757088000000,16.46110493,46.74300191,5.275618608,7.372001522
1757091600000,21.31115886,85.42887419,43.33853694,6.728740301
1757095200000,26.52517395,37.63736541,31.32689555,6.085276263
1757098800000,15.17559028,87.55255952,18.97997378,5.422738396
1757102400000,24.9458001,93.71156736,66.73725017,7.644090249
1757106000000,25.22582697,40.13305042,28.52493376,7.079911157
1757109600000,24.06438134,30.43365997,22.64472655,7.719077296
1757113200000,18.77295126,72.62694157,56.65730013,6.889815002
1757116800000,21.25804992,67.7971883,5.511793751,7.948432908
1757120400000,19.52799806,60.40901082,23.61365544,6.595494141
1757124000000,19.93184931,57.008661,18.43108347,7.569904755
1757127600000,15.71187387,60.42151851,38.32354938,7.444912657
1757131200000,11.89388739,44.27676561,4.616618325,6.308540312
1757134800000,13.88304485,58.4156035,25.97693908,7.562384088
1757138400000,27.80381475,93.84320988,50.10992774,8.263029887
1757142000000,30.85596327,48.19849829,29.92323371,5.0953273
1757145600000,33.31640311,88.88160828,9.564513113,8.015614674
1757149200000,19.02192864,40.08608885,38.16261624,5.452262559
1757152800000,16.57683635,66.71213629,3.502606216,5.565349238
1757156400000,22.07547848,84.58158205,21.34865413,5.704593717
1757160000000,16.84237816,44.7938678,51.6546954,8.432644012
1757163600000,28.65808473,65.10476815,5.959190782,7.865946906
1757167200000,20.51408227,81.79633101,80.50948017,7.230305288
1757170800000,22.70728203,42.37416848,39.68121265,5.991438922
1757174400000,12.39357389,75.38971927,31.25734235,5.277484253
1757178000000,24.47462348,67.39900376,21.13419658,8.242223687
1757181600000,14.01655044,47.73046436,59.52220603,5.193841389
1757185200000,25.10086688,44.35897497,7.060047973,6.96905421
1757188800000,15.23526081,99.74907154,40.74957751,6.88685976
1757192400000,14.60044181,63.12514616,6.399427672,6.84005323
1757196000000,22.28989816,84.15580845,70.74522174,6.216038579
1757199600000,19.48356098,78.13262684,19.89363509,6.174352926
1757203200000,12.30270044,68.64390551,2.956702432,5.922890618
1757206800000,15.89258329,98.01700541,15.39572847,7.223582189
1757210400000,22.42941915,39.59798786,12.01830608,8.251512197
1757214000000,16.70215711,95.54211508,20.72618271,7.012764199
1757217600000,18.11939692,70.14556596,30.4217834,7.182974147
1757221200000,19.27828741,99.26744019,4.022081069,6.947455598
1757224800000,15.76600606,55.07664512,22.62332018,6.338846985
1757228400000,16.35184083,38.14998821,15.0258777,7.550801384
1757232000000,15.16836846,45.46297778,59.34177836,8.454286906
1757235600000,27.34767535,56.29482356,37.15837128,7.003919238
1757239200000,25.33547624,83.98452062,19.90735573,7.089268033
1757242800000,19.59763537,46.15813349,19.81183321,6.801356863
1757246400000,18.81724867,95.78509662,47.41555703,6.993363199
1757250000000,24.35462159,56.38068717,29.1792424,8.005451877
1757253600000,18.36980591,71.39747773,49.02578601,5.858443525
1757257200000,9.948670745,35.24736299,34.19209254,7.757240034
1757260800000,16.82622248,67.42232455,42.12467598,7.834527447
1757264400000,21.75608493,83.76188859,29.85684537,8.467710614
1757268000000,18.34374655,75.39774867,27.85165212,7.904071982
1757271600000,21.39745804,76.54591563,28.97979021,7.229733176
1757275200000,21.9963164,71.16921073,17.65600554,5.132957049
1757278800000,28.97211313,99.68339131,45.46604849,8.11019758
1757282400000,19.76645468,57.97115194,44.5006115,7.821059739
1757286000000,27.27286143,64.1579397,55.87461709,5.322772078
1757289600000,22.9281154,62.35902618,20.46707225,5.928329308
1757293200000,18.05773868,47.9293817,14.59329508,6.58474018
1757296800000,29.09054135,56.74045746,21.68528363,6.53476038
1757300400000,30.65013804,67.21378079,27.51605095,5.976741242
1757304000000,18.11540061,74.96736042,20.00461355,7.708971993
1757307600000,19.29860719,55.10262087,6.775062621,7.56886313
1757311200000,25.47739496,60.09840116,28.39436912,8.469434982
1757314800000,25.08592016,68.82509526,42.24141751,7.34238488
1757318400000,18.20467491,96.53719022,60.64573743,6.310890379
1757322000000,22.37947857,70.59677445,12.21573185,6.860514539
1757325600000,18.79794025,62.43997847,34.31548811,6.797766099
1757329200000,9.261269539,57.78178088,24.56865808,8.358295915
1757332800000,23.12449274,99.98688305,11.8628226,8.478528983
1757336400000,25.11266408,99.68790198,43.17841546,6.485297478
1757340000000,8.765025622,93.35717485,29.19205256,7.036384928
1757343600000,25.44682931,37.52933581,17.53100667,6.020682662
1757347200000,16.46999958,51.12312044,18.26518191,6.358482599
1757350800000,18.22027099,70.69152783,31.86342892,8.283111293
1757354400000,16.06298855,81.17686417,38.99301525,7.475735266
1757358000000,25.15245529,90.11035594,33.60023365,5.451027471
1757361600000,20.1932619,62.3763929,9.67473114,6.771689641
1757365200000,10.16192605,93.38824912,51.0388177,6.856702119
1757368800000,17.9903476,93.87289302,39.73397451,8.461838038
1757372400000,23.6768175,36.03413259,79.7219226,6.801247506
1757376000000,24.23673366,98.82079159,30.07596289,5.399072297
1757379600000,19.11625021,95.7469438,8.899231743,5.999974655
1757383200000,19.05500109,64.08663582,34.2612985,7.664154798
1757386800000,25.77614183,46.85946849,44.80558164,5.906018735
1757390400000,20.1266327,52.06524944,3.507244983,7.801961519
1757394000000,24.22099399,43.99654015,56.51941508,6.040221195
1757397600000,13.04471252,94.16994846,4.932525523,5.015521664
1757401200000,18.09390687,74.73780953,19.1997807,6.888740201
1757404800000,19.71342309,55.2434653,52.13866561,7.109624226
1757408400000,31.05282961,47.46532261,36.83801509,7.53625215
1757412000000,17.57061163,33.83946594,39.7205139,5.758481608
1757415600000,17.95134844,62.93978391,50.76880794,5.618311121
1757419200000,23.53421851,45.99168698,14.84947032,7.763757223
1757422800000,23.62589133,30.71715632,20.92176392,5.811465807
1757426400000,20.76981997,49.26759903,29.59042456,6.729569687
1757430000000,24.05328155,48.64304976,36.25797551,7.905755904
1757433600000,21.0143649,72.09059946,36.88689497,5.698387718
1757437200000,28.5302202,55.39041712,25.7487982,6.915387647
1757440800000,27.18668024,30.58959656,7.455335624,7.409737545
1757444400000,24.82444003,80.48261723,14.60079341,8.439658471
1757448000000,24.20924644,72.37615051,12.15401584,5.956640818
1757451600000,31.01150275,32.29347009,34.20337218,5.700391076
1757455200000,20.60781924,92.94148936,31.00810695,7.884622073
1757458800000,15.78408535,68.56975245,34.04442273,7.044696867
1757462400000,22.41674609,93.04907874,39.09753968,6.84935118
1757466000000,23.1910308,60.01286442,52.35880875,5.619631769
1757469600000,18.41139086,37.56515647,47.68276313,5.990679392
1757473200000,23.40284129,46.57948901,67.44435616,8.444934761
1757476800000,13.56334317,82.43865097,58.54028927,6.144257761
1757480400000,20.68804472,98.92785404,38.69580604,5.809018397
1757484000000,32.9977296,45.98656257,27.73801727,5.962723394
1757487600000,24.28097143,54.04222733,22.0113214,5.562506056
1757491200000,23.93411206,38.23023177,35.41486099,5.485240115
1757494800000,14.56476112,37.04182244,6.539923854,6.420737895
1757498400000,12.51772748,74.93584692,33.40616871,5.279780264
1757502000000,16.72770284,61.65249013,28.79881456,6.54892305
1757505600000,25.591399,75.14358827,42.01207675,6.449174938
1757509200000,25.98877818,67.80442885,11.46406044,6.750626809
1757512800000,26.41776048,62.35397172,24.34129941,7.552184388
1757516400000,29.97489417,91.02475668,25.97322813,7.439230546
1757520000000,25.44722144,45.37181182,56.65129687,7.984201314
1757523600000,17.23469557,89.89409612,19.20073209,6.007202948
1757527200000,17.82962005,93.87933573,21.60732294,8.177319133
1757530800000,19.2427005,31.11647755,37.28388643,8.220506674
1757534400000,9.478929095,69.31078225,22.95404636,8.405180438
1757538000000,13.54001895,73.61237676,50.92150898,7.527804305
1757541600000,20.66129389,90.63334225,57.31461171,5.942103927
1757545200000,17.09644098,78.32536536,46.85604131,6.530139464
1757548800000,21.44547722,94.97767932,7.0721454,5.334529965
1757552400000,19.57930103,46.88025534,38.68827945,5.980551788
1757556000000,24.60542398,71.959492,38.36123986,7.217780573
1757559600000,26.24142557,89.28353336,31.4848229,8.483215643
1757563200000,19.53235922,67.9546338,2.303230915,7.363651832
1757566800000,14.67364562,44.81669133,4.623341862,5.006269779
1757570400000,23.0583807,87.64397903,25.68622496,7.195723334
1757574000000,27.87894389,71.68340432,23.43850239,5.38303571
1757577600000,16.47440451,71.52782542,36.47256161,5.665746311
1757581200000,17.66556822,85.48928782,14.62803408,5.448827135
1757584800000,15.49569602,42.63950976,43.73272008,7.370857259
1757588400000,15.68542574,97.97368871,33.47891607,7.716162002
1757592000000,11.18970259,84.16438362,30.36230375,5.217728785
1757595600000,20.49540925,68.06276366,58.60169285,8.181836339
1757599200000,26.29475066,73.98651233,14.85499162,7.216013575
1757602800000,26.83422624,46.05444849,20.27575883,7.806778664
1757606400000,17.24664902,30.58111098,29.99702164,6.709876143
1757610000000,23.02220017,77.83000517,7.399433802,5.782814683
1757613600000,13.60731788,94.31954526,26.36752971,6.321655324
1757617200000,21.66200997,75.93556513,43.69622837,7.658362272
1757620800000,5.619954222,55.59418968,21.41817833,7.888667448
1757624400000,21.69399047,87.05787658,10.77333535,8.418955761
1757628000000,18.64477454,36.94700142,28.89400447,6.182898598
1757631600000,15.94121473,98.74811525,49.77679759,6.204862385
1757635200000,28.41328954,61.12509339,10.35330808,8.443253519
1757638800000,17.32291772,86.79216143,24.69186109,8.029963312
1757642400000,19.19202358,92.78361194,11.48370157,8.243864677
1757646000000,13.17063658,58.03997266,17.61065249,8.372019991
1757649600000,17.36392388,87.91990167,14.72785806,5.275894914
1757653200000,17.55012387,56.26565807,47.58055857,5.90666144
1757656800000,24.11567731,46.62264439,20.88106447,6.589757865
1757660400000,29.10178858,87.20240889,23.52705775,7.925833773
1757664000000,25.0460383,44.58574663,21.22871799,6.47409851
1757667600000,27.73086142,52.19635984,43.29774151,6.972954952
1757671200000,27.1705061,62.16967134,14.71646804,5.428517655
1757674800000,18.56233754,58.24918817,15.02048515,5.850748365
1757678400000,27.16586667,50.7278369,33.47328876,6.479892415
1757682000000,19.90821041,38.08320424,45.40930045,6.051087693
1757685600000,13.89263624,49.61632464,11.62008231,6.217292875
1757689200000,18.60966186,66.01091346,27.24694032,6.658664086
1757692800000,17.41569099,32.56911428,26.01083831,5.667781554
1757696400000,24.7482572,47.14218637,11.9836451,7.532658034
1757700000000,18.02570011,69.31699913,34.81362504,5.680337203
1757703600000,22.50801832,67.99055194,49.10180291,6.786379663
1757707200000,21.84866885,92.09657539,18.33097351,7.415450474
1757710800000,20.07870774,52.01049973,74.01223456,6.547492263
1757714400000,20.57545238,50.2050365,30.27080009,8.013591577
1757718000000,19.95889673,56.27797399,11.25837711,7.24518492
1757721600000,14.14538979,80.10721439,30.61234446,5.365831632
1757725200000,17.71402261,42.78682999,32.63974471,6.324937361
1757728800000,23.95685099,38.84453325,29.46454979,5.324801251
1757732400000,14.22807994,49.22108254,44.55811295,5.731710476
1757736000000,21.2795158,70.91781369,38.63978427,7.27626634
1757739600000,21.62714266,32.32827525,18.31438178,7.484188899
1757743200000,14.51280182,87.38204549,42.85602469,7.361273989
1757746800000,25.26478126,53.31453748,41.5611927,7.933934399
1757750400000,23.39597253,43.62563682,45.59342726,7.42509055
1757754000000,15.70472449,87.86919586,25.60445361,7.814642072
1757757600000,15.99658234,96.18341255,29.12553317,6.432650713
1757761200000,21.36832418,31.20083884,24.14120949,7.994423306
1757764800000,9.875342849,77.74406576,64.87951223,8.414785268
1757768400000,17.50673259,55.06623024,33.52436467,7.320878338
1757772000000,18.55364136,70.87652592,46.89520422,5.816946012
1757775600000,19.43706509,70.87693248,29.29159029,6.672497087
1757779200000,24.68032988,96.55936015,27.37247734,5.961565629
1757782800000,18.66657155,82.57326278,37.97647395,7.501990129
1757786400000,22.4019277,62.33783144,37.43233155,7.842342308
1757790000000,19.6401481,83.53001355,27.95799094,6.743492299
1757793600000,19.05362516,58.19915139,49.0146481,5.122692639
1757797200000,19.27868201,31.91689868,39.45042489,6.514385296
1757800800000,15.39136818,43.03481545,20.95401568,8.207034915
1757804400000,16.62347031,53.32950569,22.7429307,7.079404974
1757808000000,20.49906847,60.66420107,15.57078734,8.441064333
1757811600000,19.98801738,47.84351166,7.626544816,6.406663264
1757815200000,22.11963999,78.89991105,14.81065364,7.645186921
1757818800000,13.63917166,30.59017247,62.68323037,8.200635118
1757822400000,24.150955,83.54238298,26.02865856,7.038695473
1757826000000,17.38690165,76.32226538,40.74427129,5.62839037
1757829600000,32.34625412,64.46682619,43.97701657,6.410168353
1757833200000,18.08740205,92.0865835,21.78933488,7.02346752
1757836800000,22.39959586,32.07976733,33.30923531,7.653516666
1757840400000,18.36240343,33.70506812,31.42387229,6.654384345
1757844000000,12.59168721,47.40618022,36.96445881,8.235969521
1757847600000,12.84171963,59.04650421,12.42000654,5.467191662
1757851200000,16.07949813,82.0784007,15.30840418,5.4204361
1757854800000,15.36880978,97.98019842,14.24104457,5.915457853
1757858400000,16.70327838,37.44975101,27.49751077,5.339162059
1757862000000,20.5023917,85.995859,37.5007785,6.153683396
1757865600000,18.14884991,34.29179894,25.16459353,5.151019007
1757869200000,18.31582733,85.875054,36.97062919,5.810511369
1757872800000,24.88538767,53.44105639,49.56107672,7.921142375
1757876400000,28.13061885,95.30942256,19.33885465,5.930069065
1757880000000,26.74524844,66.41975664,2.723860582,6.815425668
1757883600000,18.53899176,74.25261283,32.7877301,7.180676363
1757887200000,18.00648226,84.8252364,29.76008075,7.012948763
1757890800000,18.63107682,84.28851929,14.55669642,5.24611649
1757894400000,18.97408644,53.73798993,42.63972374,6.291102467
1757898000000,17.56788448,53.9153387,33.2847495,7.163464963
1757901600000,30.16682915,91.25488911,16.39783738,5.8993133
1757905200000,24.79839091,66.88297003,6.862169911,5.924240483
1757908800000,18.33610554,30.11620146,14.96518194,5.179815734
1757912400000,19.92798077,65.36003376,57.34238863,7.004328769
1757916000000,23.31423013,72.28423541,13.98406587,7.630025028
1757919600000,15.27454246,40.61762232,25.72803673,8.246766804
1757923200000,25.29053635,86.9331156,60.92134625,5.532180801
1757926800000,19.66686118,41.03105932,5.644679617,7.79084031
1757930400000,18.40606713,53.10385262,25.27951986,5.828084399
1757934000000,7.772315488,35.10740038,14.52153608,7.892668195
1757937600000,17.91606346,90.17208211,30.7058466,5.213938471
1757941200000,23.48746843,80.04356266,10.4624023,6.767292078
1757944800000,17.81648871,77.0204131,35.22185454,5.063754456
1757948400000,27.37240762,76.80812894,18.49172867,6.616971215
1757952000000,20.22504837,84.30649015,6.858666787,5.270637319
1757955600000,13.68675596,97.63123209,19.19645017,7.101365278
1757959200000,14.76935795,77.3141924,33.63721571,5.496079029
1757962800000,15.60782301,73.36593414,22.89103741,8.226502998
1757966400000,26.23284624,70.74575486,34.37377618,5.525208435
1757970000000,22.03834118,34.25096277,8.148547609,8.45524125
1757973600000,31.98474517,88.4118169,6.780076229,7.568280931
1757977200000,17.92075523,86.65682322,10.73788021,5.605957719
1757980800000,20.61023445,98.29070169,6.396945296,7.049197896
1757984400000,13.42989895,78.82632139,25.54932398,6.430983654
1757988000000,24.68688594,77.11769732,24.80347471,5.93514265
1757991600000,27.69672357,35.33532939,39.54732669,5.581484816
1757995200000,10.97140198,42.04246799,31.10821633,8.134671902
1757998800000,15.25537008,84.18107904,18.17884027,6.14907399
1758002400000,16.86344629,80.09023616,22.369158,5.666035394
1758006000000,22.32261251,93.05581182,37.64102138,6.068673622
1758009600000,16.73228347,32.94289873,2.97738609,6.335471804
1758013200000,9.040177737,49.10116503,21.03202519,7.256875296
1758016800000,23.30040254,87.83345884,15.30666839,7.50440929
1758020400000,17.93405597,53.62807118,32.48550424,8.274415071
1758024000000,19.8987925,42.01668938,8.541367937,5.159148354
1758027600000,25.05843587,53.21048545,26.58862638,8.111936036
1758031200000,28.04907865,76.93679449,25.56535731,6.555080663
1758034800000,21.97089279,52.06990468,16.48521869,8.045395659
1758038400000,19.70349102,80.68060043,13.50192853,7.267166185
1758042000000,21.52682425,96.26145739,17.51721032,7.362655302
1758045600000,13.90361673,78.57386958,45.72427427,6.863699556
1758049200000,15.24033958,93.01530289,25.04166989,7.828273452
1758052800000,20.71125871,62.28036762,12.99805913,8.329172723
1758056400000,16.85052961,94.80952302,20.13347017,6.803118471
1758060000000,19.81877925,80.31843984,19.95675209,5.257415996
1758063600000,18.44688906,35.59562553,49.79257774,5.012268406
1758067200000,19.757832,44.34646198,12.38722215,7.654577523
1758070800000,19.34414995,58.17549871,40.93565258,7.567724275
1758074400000,14.12485312,62.8311787,62.29568481,8.391217554
1758078000000,20.21222712,73.31921975,35.43153614,6.436965334
1758081600000,28.4046649,80.99523898,11.17416602,6.369551858
1758085200000,8.562422074,32.11404097,35.0355565,5.637472386
1758088800000,22.93293052,45.74220152,17.23213468,6.052480574
1758092400000,25.97140458,30.63866206,21.33534092,6.993198823
1758096000000,21.94414273,66.89590662,60.7631989,5.305092854
1758099600000,17.61114638,94.49042575,33.36683744,5.624148003
1758103200000,21.5605824,41.44027683,26.81106614,7.583590181
1758106800000,19.97041273,31.89860183,53.65531075,7.396871609
1758110400000,14.11268013,34.34759897,40.11976817,5.194532614
1758114000000,15.99746263,64.39355383,30.04584637,5.501190344
1758117600000,21.88752582,94.54681659,32.15163985,5.932573375
1758121200000,27.29737883,50.64018744,48.62669863,7.221296975
1758124800000,11.03085865,39.06988883,8.577799432,6.195490377
1758128400000,23.17414581,56.90863137,38.15022369,5.915895194
1758132000000,15.22174324,91.95960328,43.38454858,6.633377981
1758135600000,13.77504853,38.35650398,21.01246398,7.867459098
1758139200000,15.6074499,38.09445759,33.66302337,8.162124932
1758142800000,21.06876619,42.86772511,3.36255285,6.865766452
1758146400000,17.4997383,32.66661017,36.06296882,8.002241284
1758150000000,18.17460955,44.7801224,21.12089477,6.259030714
1758153600000,18.64456717,98.47486638,18.4088825,8.190592114
1758157200000,25.3901972,84.98645676,14.33491071,6.515645612
1758160800000,15.38463029,82.56697935,39.74220237,6.961942366
1758164400000,26.81490109,77.86247626,34.34796403,8.263360578
1758168000000,29.19131666,91.07005974,26.03334507,6.038596893
1758171600000,19.5442359,36.44081872,25.76619471,7.406554484
1758175200000,20.50193922,52.84267515,29.16160681,8.223294022
1758178800000,27.19841863,79.25915371,22.15061555,6.561447469
1758182400000,21.74907946,85.75845137,22.45502854,7.448258462
1758186000000,23.58800452,87.85591977,36.71292569,5.979243906
1758189600000,26.00042782,98.63063266,58.90141816,7.670771987
1758193200000,19.61069885,69.39075441,16.76368776,5.462417287
1758196800000,22.5334522,45.46679182,15.11223245,6.126816626
1758200400000,15.88317223,45.35936184,46.77324818,8.04875655
1758204000000,21.72045584,70.99200258,8.626501534,6.985691356
1758207600000,15.8006788,79.33608004,19.84162697,7.760507421
1758211200000,18.41354016,70.61990976,26.71363288,6.683146922
1758214800000,24.92699393,80.12942224,26.84505601,7.239071914
1758218400000,20.87406878,51.42188978,12.2372838,5.87790706
1758222000000,26.89700986,62.20605377,35.71404688,6.472098593
1758225600000,15.00092679,56.33694257,8.313660742,7.116775993
1758229200000,21.81499314,66.50115099,54.53882392,7.641045825
1758232800000,11.99193125,69.69218684,16.27172289,6.274561254
1758236400000,13.10200345,77.99027346,19.9887044,5.661788875
1758240000000,23.84995919,32.96702808,19.80238159,7.667231704
1758243600000,17.78387872,83.82311188,10.31372202,7.453708338
1758247200000,21.36445177,92.18002176,55.52875494,5.526307147
1758250800000,25.87515337,93.11373424,7.488439874,6.484093435
1758254400000,22.56428492,69.67207798,47.54581717,7.79192112
1758258000000,25.69799711,75.09119667,39.2273882,5.003222763
1758261600000,23.7773032,68.94570303,30.71024408,5.181889729
1758265200000,26.96962907,59.8101663,25.71250391,7.937942621
1758268800000,18.3641962,37.03928892,6.978342592,5.43109431
1758272400000,25.28538572,41.537713,55.78841204,6.555437669
1758276000000,15.58422089,44.29004014,17.37925793,5.702376041
1758279600000,21.04101049,46.77762046,12.67146529,6.379412071
1758283200000,17.13214186,83.60943299,19.51055712,6.739467768
1758286800000,19.62539985,57.2174728,32.18982234,8.362045697
1758290400000,23.99296029,39.83814992,10.48996251,5.233267705
1758294000000,20.46234818,75.77489653,11.47708027,6.410921479
1758297600000,19.07405351,52.06527753,30.2778477,7.292836196
1758301200000,18.47732714,75.50441812,54.87028416,6.112214333
1758304800000,24.25853036,36.18736367,1.162204242,7.434894098
1758308400000,12.61678212,31.06341326,24.55951726,5.35926429
1758312000000,14.43117276,97.14660742,28.311013,8.264007902
1758315600000,18.40494804,38.4772144,18.02055474,6.907655954
1758319200000,16.75909784,30.65727335,38.34696906,6.009959939
1758322800000,10.9970337,92.59998189,43.32043305,8.380374488
1758326400000,11.67185348,85.57862134,12.34495838,6.658082938
1758330000000,21.33010345,41.11203115,24.01918289,5.892982386
1758333600000,12.95482135,50.40965692,38.12844618,7.919282376
1758337200000,8.85870675,95.19695377,17.7706715,7.231810191
1758340800000,23.81858045,84.69008315,12.48009803,5.827988085
1758344400000,14.1581478,97.25609103,11.79927337,8.047823665
1758348000000,24.87944957,90.72689831,24.80620478,7.028078898
1758351600000,20.60916844,42.02354051,11.97145935,5.442420005
